accuracy,loss,val_accuracy,val_loss
0.6703296899795532,0.6616846323013306,0.8791208863258362,0.4828943908214569
0.8653846383094788,0.40377727150917053,0.9560439586639404,0.3100617527961731
0.9478021860122681,0.25365129113197327,0.9670329689979553,0.2164437621831894
0.942307710647583,0.20277559757232666,0.9670329689979553,0.16260166466236115
0.9615384340286255,0.14852505922317505,0.9780219793319702,0.12979847192764282
0.9642857313156128,0.12631849944591522,0.9780219793319702,0.10353551805019379
0.9807692170143127,0.103370800614357,0.9780219793319702,0.08664502203464508
0.9670329689979553,0.10603603720664978,0.9780219793319702,0.07633598893880844
0.9697802066802979,0.09336567670106888,0.9780219793319702,0.06959999352693558
0.9752747416496277,0.09791392087936401,0.9780219793319702,0.06445127725601196
0.9780219793319702,0.07691234350204468,0.9780219793319702,0.06012803316116333
0.9725274443626404,0.078314408659935,0.9780219793319702,0.056561533361673355
0.9835164546966553,0.06777128577232361,0.9780219793319702,0.050300709903240204
0.9807692170143127,0.06251494586467743,0.9780219793319702,0.04697432368993759
0.9862637519836426,0.05833477899432182,0.9780219793319702,0.044580765068531036
0.9917582273483276,0.05227949470281601,0.9890109896659851,0.04281231015920639
0.9835164546966553,0.05601055920124054,0.9890109896659851,0.042227018624544144
0.9835164546966553,0.06256992369890213,0.9780219793319702,0.04005960747599602
0.9890109896659851,0.04796944558620453,0.9890109896659851,0.037714362144470215
0.9890109896659851,0.050573963671922684,1.0,0.03568069636821747
0.9890109896659851,0.04996791109442711,1.0,0.033906836062669754
0.9917582273483276,0.045331478118896484,1.0,0.03189394995570183
0.9890109896659851,0.042444005608558655,1.0,0.031248219311237335
0.9890109896659851,0.041628144681453705,1.0,0.029912766069173813
0.9890109896659851,0.03897828981280327,1.0,0.029608706012368202
0.9862637519836426,0.04868128523230553,1.0,0.029411431401968002
0.9945054650306702,0.031356293708086014,1.0,0.02989116683602333
0.9917582273483276,0.035580847412347794,1.0,0.028961673378944397
0.9917582273483276,0.032345306128263474,1.0,0.02933008037507534
0.9917582273483276,0.0323038212954998,1.0,0.02848449908196926
0.9945054650306702,0.02826131135225296,0.9890109896659851,0.027911139652132988
0.9862637519836426,0.03926679491996765,1.0,0.025593390688300133
0.9890109896659851,0.03651461377739906,1.0,0.02469911240041256
0.9890109896659851,0.027611250057816505,1.0,0.024782264605164528
0.9917582273483276,0.028031615540385246,0.9890109896659851,0.03060508891940117
0.9890109896659851,0.030488723888993263,0.9890109896659851,0.02989058755338192
0.9890109896659851,0.03539895638823509,0.9890109896659851,0.027249116450548172
0.9945054650306702,0.024810073897242546,1.0,0.024789979681372643
0.9945054650306702,0.021954160183668137,1.0,0.023276163265109062
0.9945054650306702,0.022806547582149506,1.0,0.022836387157440186
0.9945054650306702,0.017915477976202965,1.0,0.02272861823439598
0.9945054650306702,0.0271446593105793,1.0,0.024829186499118805
0.9945054650306702,0.02080109529197216,1.0,0.02401161380112171
0.9972527623176575,0.018501443788409233,0.9890109896659851,0.024488700553774834
0.9890109896659851,0.029743695631623268,1.0,0.02562822960317135
0.9917582273483276,0.022568263113498688,1.0,0.02414841763675213
0.9862637519836426,0.025201302021741867,1.0,0.023008525371551514
0.9972527623176575,0.015330534428358078,1.0,0.022023264318704605
0.9945054650306702,0.016771437600255013,1.0,0.01883639581501484
0.9972527623176575,0.01976003497838974,1.0,0.020507853478193283
0.9917582273483276,0.022727644070982933,1.0,0.02268720231950283
0.9917582273483276,0.01831878535449505,1.0,0.024338679388165474
0.9972527623176575,0.013068944215774536,0.9890109896659851,0.023735826835036278
0.9945054650306702,0.021120285615324974,0.9890109896659851,0.023517319932579994
0.9972527623176575,0.014874468557536602,0.9890109896659851,0.024106161668896675
0.9917582273483276,0.016817890107631683,0.9890109896659851,0.022710589691996574
0.9972527623176575,0.013917825184762478,0.9890109896659851,0.020270617678761482
0.9972527623176575,0.012024511583149433,1.0,0.020217595621943474
0.9917582273483276,0.013715158216655254,1.0,0.02163209207355976
